,class,tweet,score,sim
8238,1,Bussy RT @MrTriskaideka: Is that avi pussy poppin on a handstand??,1.1704590885614563,0.1
8237,1,Bussin bitches with my Gwale' Gwalas,2.5455398327460506,0.1
20382,1,RT @xochinadoll: You hoes are lost.,1.223783992763731,0.1
3367,2,@Hendrixoxo lemme guess you wore the hilly hicks sweats/leggings &#128514;&#128514;&#127874;&#127856;&#128079;&#127825;,0.9444701699824668,0.1
20378,1,"RT @xo_FCK_LOVE: ""@HelloBrooklynn_: Not sparing no hoes&#128514; http://t.co/q3fskcY6L2"" &#128175;",0.7578613611768922,0.1
20371,1,"RT @xTheMaddHatter: 9, 10 now you're having my twins. RT @polierburrr: 7, 8 get that pussy ate RT RT @R0SEADDAMS: you &#128298; http://t.co/WwSINeJ&#8230;",-2.936866090106211,0.1
15520,1,"RT @HoodBibIe: And on the 7th day God said ""these hoes are for everybody""",2.623880237157573,0.1
8793,2,Don't follow the astros they said. They're trash they said. Well now look at them #astros,0.6585184290731092,0.1
275,1,"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",3.218868285149802,0.1
16353,1,RT @MadameCrystalB: Tori better watch-out from her hoes..she's gonna get caught up &#128064;&#128064;&#128064;,-2.639040207332028,0.1
23765,1,don't be on that ho shit,2.1559901799437857,0.1
12775,2,"Mata'i ngeli, alu o polosi ho nifo..",0.4626320830897282,0.1
21039,1,Some of these hoes are loyal,1.223783992763731,0.1
14610,1,RT @CauseWereGuys: Dumb bitch lol http://t.co/ZBUo9ZOj2e,2.5455398327460506,0.1
8867,1,Druggys with hoes again gotta have the dopest video ever. &#128553;,0.0692998068427799,0.1
12810,2,Me gusta pollo so espa&#241;ol that. Lol. &#127831;,0.5202019349112061,0.1
14579,1,RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;cooling hoe,1.223783992763731,0.1
20106,1,RT @taysymonee: @1inkkofrosess that hoe so icy&#128557;&#128293;,1.223783992763731,0.1
23644,1,bitch we are the realest boyz.,2.5455398327460506,0.1
15220,1,RT @ForTheMen: These hoes ain't loyal http://t.co/6jTLueUQkG,1.223783992763731,0.1
9041,2,Facebook is for the birds...I'm over it,0.4422529207530762,0.1
16476,1,RT @MiraGotTheJUICE: Woah did this bitch say love?&#128566;&#128514;&#128514;&#128557;&#128557; http://t.co/7PzRbWX0NU,2.5455398327460506,0.1
7594,1,All my hoes they so rude,1.223783992763731,0.1
2825,2,@Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74 Hi Charlie,0.4054736692497797,0.1
3756,1,@Kaaaat__ make that llama your bitch,2.5455398327460506,0.1
15168,1,RT @FashionIsKEI: These hoes ain't loyal.,1.223783992763731,0.1
21144,2,Stay warm &#10052;&#65039;&#127744; #beanies #sweaterweather #booty4ever http://t.co/zPTCkqybAM,-0.6931386194183301,0.1
23822,2,feelin all warm and fuzzy inside...,-1.6863903924286134,0.1
13192,1,Nah nicca.. you GOT GAS! &#128541;&#128514;&#128514;&#128514;RT @SpaceJam_Teeg: @VonshayeB &#128514;&#128514;&#128514; blowing gas &#128548;,-4.108230345107861,0.1
16342,2,"RT @MTVUK: #Directioners, 1D's @zaynmalik &amp; @Louis_Tomlinson monkey around on set of #StealMyGirl video: http://t.co/sOEbNlR8Re http://t.co&#8230;",-3.9616081673841617,0.1
16427,1,"RT @MensHumor: Monday, what's up you ugly bitch?",2.5455398327460506,0.1
15141,1,RT @FAIthfull_pussy: I'm the coolest bitch &#128526;,2.5455398327460506,0.1
20975,2,So now been trill is trash cus asap said so &#128533; ok,1.914296727451939,0.1
15157,1,RT @Faceyspace: Dorks are fucking bitch-magnets. Sorry.,3.2798450857995034,0.1
14969,1,RT @Deemazz_70: @JMcCown11 got all the bitches http://t.co/A3gF4iAPS9,2.5455398327460506,0.1
7637,1,All these faggot fell asleep on me,0.5202019349112061,0.1
15192,1,RT @FightsOnVine: Bruh this bitch is possessed by the thot demon https://t.co/6fa2iiXs6m,3.931842755007557,0.1
2350,2,@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;,-1.7176343747911025,0.1
15064,1,RT @DrummerKid0328: Sike nah &#128514;&#128514;&#128514; that bitch be havin me buggin,3.065741767657257,0.1
2811,2,@CellNBuu ewwww her nips are DEF more perfect than that,-0.6931386194183299,0.1
24657,2,were gunna shake our honkey tonk badonkadonks (': @SAMMI_boyden,-0.6931386194183299,0.1
11707,1,Ill take yo bitch and make her everybody bitch&#128558;&#128074;,2.5455398327460506,0.1
12566,1,Lmfaoooooo RT @TooDopeForLife: LMFAOOOOOOOPOOOOOO RT @DJKayyOhh: &#8220;here come yo bitch ass auntie&#8221; http://t.co/e5KlLhp0CV,5.86878423408011,0.1
21259,1,TCBY with these hoes &#128149; || @arabellaann @jackireininga http://t.co/aUVQnOGvdY,1.223783992763731,0.1
3635,0,"@Jaytwofly huh, lol mad nigger is mad",2.302593654135661,0.1
15178,2,RT @FeinsandNYDN: Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.,0.2231606735974403,0.1
7754,1,And since im gino marley my bitch just flew from Japan,1.5238971463556843,0.1
21030,1,Some ho hitting on my wife lol,-1.7165274868488525,0.1
23775,1,"done with all the riff raff, bitchin with your bitch assss",1.4469361052195562,0.1
24644,1,"was just informed that ""crunk ain't dead ho!""&#8230; lol okay sure",-0.3258861629887482,0.1
16456,1,RT @MikeDiggEm: @TreyzUpZay @JamesyNBA @DattBoiIraq @_2kkz @_KudaBrazyy @thatboysmurf I fuck with all yaw. Yaw all my nigs,3.9452597975545274,0.1
13199,1,"Naomi Campbell, Rihanna, Miley Cyrus?...Crazy bitches lol",2.5455398327460506,0.1
7609,1,All the Uchiha are. RT @ThatNiggaCris: Sasuke is probably the biggest faggot of all time,-0.7308564938010826,0.1
20129,1,RT @theChefBoyRD: My pussy popz Severely https://t.co/15IOQ7M0KF,0.847306421528819,0.1
16398,2,RT @Matt_Simonson: Oomfs teeth are quite yellow&#128514;&#128128;&#128128; @WBDyllon_,8.561141615412339e-06,0.1
20050,1,RT @souljaboy: @kmichelle crank that shitty pussy yuuuuuuuuuaaaaaaa &#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169;,0.847306421528819,0.1
16516,1,"RT @MrBrenBren: ""@1waynostra: These bitches crazzzyyyyyy"" maaannnnn",2.5455398327460506,0.1
11438,1,I've got everybody Skurting these hoes &#128514;&#128514;&#128514;&#128514;&#9995;,1.223783992763731,0.1
15079,1,RT @DustinHooper225: These hoes ain't loyal,1.223783992763731,0.1
16490,1,RT @Mix_Mommie: Wyd hoe bucket&#8220;@TheKaosYatti: @Mix_Mommie heyyy&#8221;,1.223783992763731,0.1
15204,1,RT @FlowDaddy24: @_RinkO0 @d_brad80 @0biwankobe @zielonkoo @peterbyers24 @coleduff24 @datdude_zp big booty hoe,0.6877072633801178,0.1
21148,2,Step up and take your oppurtunity! #freshfaces #iubb #hoosiers,-1.185615104516124,0.1
7749,1,And niccas are 38 HOT if they paid 20 bucks for that Pay-Per-View......,-1.1856065433745089,0.1
16539,2,"RT @Mr_MshkL: &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http://t.co/0lowkClb",-2.49000462817154,0.1
3779,1,@KeenoKlutch im on that hoe now,1.223783992763731,0.1
16331,2,"RT @MELODICthunder: Nah, 2013 was trash RT @IshaboiBrandon: 2014 was so trash dawg",4.073780976805312,0.1
21050,1,Some of you girls should be wifey for Halloween. Since some of y&#8217;all been hoes all year.,0.2934159015742583,0.1
2940,1,@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol,-0.9808206918701108,0.1
9096,2,Finally done wif mock regents &#128524;,-0.9162821707325398,0.1
19998,1,RT @shaelynspacyyy: &#8220;@UglyAssDerrick: @shaelynspacyyy they trash though?&#8221; http://t.co/dJ5kvo7RSr,2.036890488402656,0.1
9410,1,Get yo bitch jumped by 6 nigguhs,2.5455398327460506,0.1
13215,1,Nelly got all the hoes singin lol,1.223783992763731,0.1
21596,1,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,1.8198539940090808,0.1
16446,1,RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP,2.1175828479054037,0.1
16565,1,RT @MyDickNeedsCPR: What lonely hoe made this? http://t.co/eEFThf0tvb,1.223783992763731,0.1
12787,1,"Maybe I'm the one, maybe I'm the two, maybe I'm the nigguh that you call when you're through.",-0.7877898884284332,0.1
537,2,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;",-1.3862857999782752,0.1
7839,2,At all my ritz crackers. Idk what to do with myself anymore.,0.6706638649690775,0.1
2782,2,"@CarlavanderWaal @Jaymaroley &amp; als je over Syrie tweet, volg @Partisangirl maar, zij komt er vandaan &amp; zal je precies uitleggen hoe of wat.",-0.4393324152173841,0.1
16462,2,RT @MikeTInnes: @AaronWorthing @corrcomm @Icampintense @CarolCNN @CNN So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;,0.4539797962362301,0.1
11697,1,If youu let yo bitch leave with another niggah and don't say shit thats on youu!,4.835069966455974,0.1
13265,1,Niccas be hating on my nicca Jeezy ... #RealTalk,8.561141615412339e-06,0.1
20165,1,RT @thereal_EMandM: @red_is_raw so is your pussy lmao,0.847306421528819,0.1
20170,1,RT @thesexiertwin: Making today my bitch &#128520;,2.5455398327460506,0.1
15280,2,RT @FunnyOGtweets: When rednecks fool around with the aux cord http://t.co/Tyzuro7qR5,-1.0985951663848794,0.1
597,2,"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....",1.2866482676936015,0.1
2405,1,@AlexisMota29 this niggah be lying &#128514;,1.704756653380041,0.1
16312,2,RT @LuvKittensDaily: Oreo being adorable http://t.co/5ZMZVT0sUl,-1.3862857999782752,0.1
7794,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,-0.6068697139923077,0.1
2711,2,@Buster_ESPN Huh.....last 10 games..Tampa 8-2/Balt 7-3/Yanks 6-4...and they lost their best pitcher. Please explain your logic.,1.2019780995164528,0.1
21049,1,Some of you bitches are DUMBBBB,2.5455398327460506,0.1
23847,1,geekylesbianscientists: theblairbetch: douglasrichardsonships: kayla-bird: okay but consider this though:... http://t.co/zAHyXtaVvo,1.0116094728200955,0.1
21642,2,Their salsa negro is awesome... @StacyMungo @Loriisright,1.609446473575716,0.1
16540,1,RT @Mr_buckets5: Lol Rahshauna has hoes,1.223783992763731,0.1
16433,1,"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6",-0.9596437062910173,0.1
3662,1,@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/,-1.1859457376816425,0.1
20080,2,"RT @supercos7: @peddoc63 @Cavemaninc @CarmineZozzora @DB103173 
Charlie understood &#128299; how to keep those percentages &#128201; lower.. http://t.co/&#8230;",-2.7677193255595114,0.1
2334,2,@37738921 reminds me of Oreos lmao,0.5202019349112061,0.1
15021,1,RT @Dominickle: @uce_INA this bitch lmao,2.5455398327460506,0.1
15281,1,"RT @FunnyOrTips: ugly people: taken &#128143; 

nerds: taken &#128143; 

hoes: taken &#128143; 

everybody: taken &#128143; 

me: &#128694;",2.584299313712786,0.1
5276,1,@_2kkz lol bitch I'm indian!!!!!! You op,4.848133486881712,0.2
2815,2,@ChaldeanCutie really? @RileyAintShit @KILLSheredon @CHILDISHCUDl are my nudes trash?,1.9679061780573197,0.2
20740,1,"She kept whispering in my ear ""jasmin, you are so damn fine"".....I said ""bitch, jasmin is over there""",6.485462538478205,0.2
21106,2,"Sore Loser Charlie Crist Won&#8217;t Give Concession Speech, Calls For Recount http://t.co/MVhecTyUYs #tcot #pjnet",2.067726889534081,0.2
13745,2,PND is my jigga man.,0.3254309615762433,0.2
5271,1,@ZitlalyL You will and he's gonna get all dem bitches &#128513;,4.565515584005837,0.2
21105,1,Sooooooo true but I'm the pussy monsta http://t.co/2vhaCeQ4,0.4844094889810658,0.2
4865,1,@Tee_Bizzle and im beautiful bitch,2.5455398327460506,0.2
4844,1,"@TakingBackSunda @NYCGreenfield @lsarsour that's not how you resist, you worthless retard. Do you need a dictionary?",4.0793425513770165,0.2
3115,1,@ElizabethBatman &amp; @z0mbiedance are bitches.,2.5455398327460506,0.2
19066,1,RT @greyyygoose: @marsvalo @Cheesus85 shut up bitch lol,3.526377646899392,0.2
18641,0,RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.,0.4268313358843023,0.2
20704,2,"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! http://t.co/Qwxb4wbfZq&#8221;",-0.2699768366672644,0.2
13746,2,"POLLOS A L'AST

Dos pollos estaban dando vueltas en una poller&#237;a mientras los estaban cocinando a l'ast, cuando... http://t.co/fXeEAJmyfZ",-0.6672366164296348,0.2
18657,1,RT @bigshaadswerver: Yu take this money we gon throw a party on that pussy,2.367068907873001,0.2
13963,1,Quit hoggin the blunt bitch,2.5455398327460506,0.2
2839,1,@ChiefKeef fucc droppin songs when yu gon drop a mixtape nicca,-3.0090347208593355,0.2
5306,1,@_EB_Games @BigBBrown Fuck all you hoes. lol,4.503629078563234,0.2
19033,2,RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...,5.730134027540036,0.2
3092,1,@EJTHR33 You do got alla da hoes..,2.690129622698773,0.2
20737,1,"She is not a ""whore"" she a ho",0.6463053340652753,0.2
20733,0,She got every niggah lookin like dam,2.1268830186782037,0.2
13977,2,"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne",-1.6861894009439735,0.2
3105,1,@EdgarGuillenjr @imthatsubieguy @blakeanderson21 @joshhandsomee87 you ain't 6 feet under its not over pussy,0.0657924718013946,0.2
19051,1,"RT @gnuts_2: RT""@Ashspeaks_: To these hoes I'm everything""",0.7958270079230836,0.2
18687,1,RT @brendacoyt_3: @Tonymartinezz15 &#128530;&#9995; naw bruh member when you said that it was your snow -.- and your bitches &#128514;&#128514; that's my cake &#128079;,1.1982543582593532,0.2
10574,1,I just can't imagine myself being albino haha,2.1914795763916874,0.2
4872,1,"@TerrorFranchise Nope, definitely retarded.",2.639065890756874,0.2
19050,1,"RT @gmaslsk: Oh BO-stop with the speech-like you give one tinkers damn about the kids,the poor,any of the crap you are spouting-you've prov&#8230;",5.185033857316672,0.2
19039,1,RT @gemini_starr These hoes be acting up!,1.8083058934624965,0.2
3109,2,@Ehh_DontTouchMe @kourtj3000 @bria_leeandrea thats ghetto..,0.6931557417015607,0.2
12926,2,Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay,-2.171183412786572,0.2
2831,1,@ChaseManhatttan you become retarded,2.639065890756874,0.2
2819,0,@ChandailBailey @SteeZeyFLOW @HunturPls you need to accept the fact that you're both hipster faggots.,-0.3668771043608412,0.2
2832,0,@CheCha__ be gone my nigguh,-0.6931386194183299,0.2
12780,2,"May the bird of paradise fly up your nose.
May an elephant caress you with his toes.
May your wife have runners u&#8230; http://t.co/h6e278e85s",-5.72455722690732,0.2
13747,2,"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @Oreo",0.4469263359584914,0.2
4864,1,@TedNugent Why werent you so gung ho when you got drafted instead of shitting yourself? You seem like another Repcon Chicken hawk..,1.8757187837145413,0.2
2838,2,@ChickenColeman if McCoy wasn't trash that's a TD,2.360043155435293,0.2
4849,2,"@TasogarenoRaiko If you decide to do Damara, you should make her a gladiola. We have gorgeous rust-colored ones coming up over here.",-0.2060238069467213,0.2
13976,1,"RT ""@DestineyDunbar: This shit for the birds . &#128530;&#8221;",0.4332321433442978,0.2
13968,2,R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D! DoG http://t.co/UOVtVG5nnM via @BostonGlobe,-2.7672559910061025,0.2
21103,1,Soon as da money gon dem bitches leavin..You get locked up she ain't gon visit ya neither,5.067423145710187,0.2
21100,0,Sonnen is a faggot,0.3231526670326377,0.2
2827,2,"@CharlieDaniels Come on Charlie! 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
Atleast, that's what Barack Obama Says...",0.978131645026512,0.2
2951,1,@DamianHuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit,1.609643830037049,0.2
4816,1,@SylviaObell girl that's all these hos need they don't care &#128514;,-0.0312337771247323,0.2
18635,1,RT @bbrowne69: @AliciaAlexis209 @collegefession shut up bitch everyone's perfect the way they are.,3.6317467236988334,0.2
5360,0,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore,2.787251756935384,0.2
19127,1,RT @iAmLekan_: Lmaoo nigger is scared &#128540; &#8220;@Damolabond: So results are supposed to be out today Lol lol&#8221;,0.6198007475675703,0.2
20600,2,Saltine crackers for dinner lol. Sad lyfe.,0.3254395227178585,0.2
5352,1,@_SqueezeMeBaby don't tell the dumb hoes that,1.902550997013192,0.2
21153,1,Steve Calvin Annis cunt http://t.co/8S0cIl5z,1.386302922261506,0.2
12967,1,My bitch &#128540; http://t.co/2v4VsPamrU,2.5455398327460506,0.2
5350,0,"@_SoulSurvivor_ @zakbauer I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP",1.6940647165347031,0.2
20597,1,Sadboy bitch we worldwidee,2.5455398327460506,0.2
13997,1,RT @1MarsB: I might be ugly but my hoes ain't trippin,2.5499191704671604,0.2
3170,1,"@FeyeNody Ja zo denkt ieder wel 't zijne over zaken he. &amp; je mag mij noemen hoe je wilt, ben namelijk erg voor vrijheid van meningsuiting.",2.565421714603457,0.2
20625,1,"Say it's all about the hoes when it's all about ou, even when I'm with my hoes, I tell em all about you",4.676255543038098,0.2
13728,2,Oreos are my life,-0.8288478713428655,0.2
4778,2,@SteveWorks4You Stockboy...everyone mocks you.,-0.9162821707325398,0.2
4783,1,@StevenLevandows tf? get me on that bitch stat,3.065741767657257,0.2
4787,1,"@Stonisnipezz all he ever does is fav, fuckin cunt",3.4116177187062724,0.2
18609,1,"RT @babyyhogg: Ayy fag , you still having your party tonight ?! @weidie1211 &#127867;&#127867;&#128540;",0.2803276485790045,0.2
5345,1,@_ReneashaC @RishaaWilliams Hoe yu erbody bitch &#128514;&#9996;,3.769323825509781,0.2
13727,1,Oreos and ho hos put into milk...,0.9163078541573856,0.2
2784,1,@Caroline_Poe haha i dont remember following you but ok? Get your pannies out of of bunch cunt,3.376059978285368,0.2
19137,1,RT @iCARLEYBBY: &#8220;@LexLuthorDaKing: Some* RT @iCARLEYBBY: Niggas be so pressed for pussy&#8221; my bad yes some!,4.956054664141783,0.2
3192,0,@FrankieJGrande omg gtfo white faggot,2.1972331384778347,0.2
12765,1,Marca got so many hoes she confused on what to do,0.9781571258586534,0.2
19173,1,RT @iGottFanss: Not all black girls are ghetto&#128530;,2.697715828065727,0.2
5363,1,@_VIVMMXII yuhh I'm finna hit that hoe! &#128513;&#128077;,-0.4927434940851214,0.2
